"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Bob Giraldi","De Laurentiis","PG-13","Comedy","English","Aug 1, 2009","$5.8M","1h 38m","Surround, Stereo","Flat (1.85:1)","Young stockbroker Max Hauser (Jon Cryer) has been selling fake bonds for the mob. When his mob contact is put on trial, the mobster's colleagues attempt to kill him -- so he changes his name to Andrew and enrolls in a high school as a cover. For a while, he enjoys being a troublemaker, starting a relationship with classmate Ryan Campbell (Annabeth Gish) and even pondering a run for class president. But it's only a matter of time before the mob tracks him down.",43,70,"Hiding Out"
