"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Luchino Visconti","R","Drama","English","Mar 11, 2017","2h 0m","A U.S. professor (Burt Lancaster) in Rome rents apartments to a decadent countess (Silvana Mangano), her family and her lover (Helmut Berger).",82,84,"Conversation Piece"
