"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Satyajit Ray","Sharbani Bhattacharya","Satyajit Ray","Angel Digital Private Limited","Drama","Bangla","Jun 1, 1973, Original","Oct 26, 2017","1h 40m","Mono","35mm","Famine and war threaten to tear apart a Bengal village during the '40s -- as well as the marriage of Gangacharan (Soumitra Chatterjee), who has assumed the role of religious leader and teacher, and his wife, Ananga (Babita). At first, life in the village moves along at a tranquil ebb and flow, but as food runs out and the specter of war looms ever closer, societal unrest builds. In the face of disaster, Ananga does what is best for the people while her husband seeks to preserve traditional ways.",100,91,"Distant Thunder"
