"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Richard Attenborough","Carl Foreman","Carl Foreman","Columbia Pictures","Columbia Pictures Corporation","PG","Biography","English (United Kingdom)","Oct 10, 1972, Original","Nov 30, 2010","2h 25m","Stereo","Lavish rendering of Winston Churchill's early life, from his school days, through his adventures in Africa, to his first days in Parliament. It begins with Churchill as a junior officer in India out to make a name for himself. It is suggested that becoming a war correspondent would be a good career move. His colorful, often controversial, reports make him a household name, aiding his passage into politics.",50,52,"Young Winston"
