"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"François Dupeyron","Laurent Pétin, Michèle Pétin","François Dupeyron","Sony Pictures Classics","France 3 Cinéma","R (Some Sexual Content)","Drama","French (Canada)","Mar 12, 2004, Wide","Jan 7, 2014","$2.8M","1h 34m","Surround","For Momo (Pierre Boulanger), a young Jewish kid growing up in Paris in the early 1960s, life is pretty exciting. He's friends with many of the local prostitutes and loses his virginity to one of them, Sylvie (Anne Suarez). He also catches glimpses of a famous movie star (Isabelle Adjani) filming in his neighborhood. But it's his friendship with a Muslim shopkeeper, Ibrahim (Omar Sharif), that's the most rewarding part of his life. Gradually, the older man becomes a surrogate father to Momo.",85,86,"Monsieur Ibrahim et les Fleurs du Coran"
