"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"François Truffaut","François Truffaut","François Truffaut, Suzanne Schiffman, Jean Aurel","United Artists Classics, Criterion Collection","R","Romance","French (Canada)","Sep 30, 1981, Original","1h 45m","Mono","Bernard Coudray (Gérard Depardieu), a teacher, lives with his wife and small son in quiet, idyllic rural France. One day, though, a married couple moves into the house next door. Strangely enough, the woman -- Mathilde Bauchard (Fanny Ardant) -- happens to be Coudray's ex-lover, with whom he had an intense affair years earlier. Coudray resumes his obsession with Bauchard, and their rekindled romance threatens to destroy both their marriages -- if it doesn't destroy each of them first.",85,86,"The Woman Next Door"
