"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Bruno Dumont","Rachid Bouchareb, Muriel Merlin","Bruno Dumont, Bruno Dumont","Drama","French (Canada)","Aug 4, 2017","$4.6K","2h 0m","A troubled young woman is thrown out of a convent and forms a relationship with a radical Muslim.",73,52,"Hadewijch"
