"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Rachid Bouchareb","Jean Bréhat, Jérôme Seydoux","Rachid Bouchareb, Olivier Lorelle, Yasmina Khadra","Cohen Media Group","R (Language)","Drama","English","Mar 6, 2015, Limited","Jan 25, 2017","1h 56m","A vengeful lawman (Harvey Keitel) and a former criminal associate (Luis Guzmán) make it difficult for an ex-con (Forest Whitaker) to control his violent tendencies.",47,26,"Two Men in Town"
