"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Steve Loter, Don Mackinnon, Victor Cook","Steve Loter","Bill Motz, John Behnke, Jess Winfield, Mirith J. Colao","Buena Vista (Walt Disney)","G","Kids & Family, Adventure, Animation","English","Dec 5, 2016","1h 15m","Surround","As their wedding anniversary approaches, Jane (Olivia d'Abo) recalls her exciting first year with Tarzan (Michael T. Weiss).",17,30,"Tarzan & Jane"
