"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean-Pierre Jeunet, Marc Caro","Claudie Ossard","Gilles Adrien, Marc Caro, Jean-Pierre Jeunet","Miramax Films","Miramax","R","Sci-Fi","French (France)","Apr 17, 1991, Original","Apr 3, 1992","Nov 1, 2009","$9.1K","1h 38m","Clapet (Jean-Claude Dreyfus) is a butcher who owns a run-down apartment building in post-apocalyptic France. The building is in constant need of a handyman, because Clapet routinely butchers them and sells them as food. The latest in the long ling of disposable workers is Louison (Dominique Pinon), a former circus clown desperate for work and lodging. But this time Clapet's plan hits a snag when his young daughter (Marie-Laure Dougnac) falls head over heels for the lovable Louison.",90,91,"Delicatessen"
