"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Lewis Allen","Robert Rossen","Paramount","Western","English","Jul 23, 1947, Limited","Jul 20, 2019","1h 35m","An Old West gambler (John Hodiak) falls in love with the proper daughter (Lizabeth Scott) of a gambling-house madam.",67,59,"Desert Fury"
