"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Hough","Academy Pictures Corporation, Twentieth Century Fox","PG","Action","English","Mar 1, 2013","1h 33m","Down on their luck and out of cash, high-speed racer Larry (Peter Fonda) and his repairman (Adam Roarke) plan to hold up a supermarket that's fat with a fresh payroll. Larry hopes to score enough to buy his ideal car, and then join the professional league. At the last minute, their heist is complicated by the addition of Larry's on-off girlfriend (Susan George), who's all jazzed up for the burglary. Larry's racing skills will be pushed to the limit in this chase-packed action thriller.",47,68,"Dirty Mary, Crazy Larry"
