"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jean-Pierre Dardenne, Luc Dardenne","Jean-Pierre Dardenne, Luc Dardenne, Denis Freyd","Jean-Pierre Dardenne, Luc Dardenne","Les Films du Fleuve","R (Brief Language)","Drama","French (Canada)","Mar 24, 2006","Jan 1, 2012","1h 35m","Dolby Digital","After giving birth, teenage Sonia (Déborah François) returns home to find that her boyfriend, irresponsible petty criminal Bruno (Jérémie Segard), has sublet their apartment. Sonia tracks Bruno down on the street, and after the couple spends the night together, they decide to start a new life with the baby. But the next morning, Bruno sells their child for cash, sending Sonia into shock. Shaken by her decision to press charges against him, Bruno sets out to retrieve the baby.",84,72,"L'Enfant"
