"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Eugène Green","Jean-Pierre Dardenne, Luc Dardenne, Didier Jacob, Francine Jacob","Eugène Green","Kino Lorber","Les Films du Fleuve, Film Factory","Drama","French (France)","Jan 13, 2017, Limited","Apr 19, 2017","$28.8K","1h 53m","Vincent's mother always refused to reveal the identity of his father, but the teenager finally learns, to his dismay, that it's Oscar Pormenor, an egoistic and cynical Parisian publisher.",93,60,"The Son of Joseph"
