"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Will Wernick","Jeff Delson, Kelly Delson, Sonia Lisette, Will Wernick","Will Wernick","Escape Productions","R","Horror, Mystery & Thriller","English","Sep 18, 2020","$163.4K","1h 31m","Scope (2.35:1)","A social media star and his friends must fight for their lives when they enter an escape room in Moscow.",36,44,"No Escape"
