"Director","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Blake Edwards","PG","Comedy","English","Aug 8, 1986, Limited","Dec 18, 2015","$5.0M","1h 28m","While at the racetrack, actor Spence (Ted Danson) overhears two mobsters plotting to fix a race by injecting a horse with steroids. When Spence and his friend Dennis (Howie Mandel) try to bet on the juiced horse, mob boss Tony Pazzo (Paul Sorvino) orders his goons to silence the duo forever. To make matters worse, Spence starts having an affair with Pazzo's wife, Claudia (Maria Conchita Alonso), and the police begin investigating recent events at the racetrack.",25,33,"A Fine Mess"
