"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Peter Yates","Nick Vanoff, Mark Pick, Nicolas Gage","PG","Drama","English","Nov 22, 2020","1h 57m","Surround","In 1948, after arranging for her children to flee to America to escape the turbulence of the Greek Civil War, Eleni Gage (Kate Nelligan) is executed by the communists occupying her village. Decades later, her son, Nick (John Malkovich), a successful journalist, is made a bureau chief for the New York Times in Athens, Greece. As he remembers his childhood and his mother's courage, Nick gladly returns home to find out who was responsible for her death -- and take revenge.",86,75,"Eleni"
