"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Erick Zonca","François Marquis","Erick Zonca, Roger Bohbot, Virginie Wagon, Pierre Chosson","Sony Pictures Classics, Columbia TriStar Home Video","R","Drama","French (Canada)","Aug 30, 1998, Original","$1.7M","1h 53m","Dolby SR","Isa (Élodie Bouchez) and Marie (Natacha Régnier) bond while working in a French sweatshop and soon begin sharing an apartment that Marie is watching for a hospitalized mother and daughter. Marie, hoping to avoid a life of struggle and poverty, takes up with Chriss (Grégoire Colin), a nightclub owner whose most attractive asset is his money. Isa recognizes the ultimate futility of the relationship and tries to keep Marie away from him, but her interference puts their friendship at risk.",93,84,"The Dreamlife of Angels"
