"Director","Producer","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Henry King","Winfield R. Sheehan","Fox","Comedy, Drama","English","Feb 10, 1933, Original","Mar 21, 2014","1h 36m","An Iowa farmer (Will Rogers) and his wife bring their son, daughter (Janet Gaynor) and prize hog to a fair.",100,55,"State Fair"
