"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Ivan Sen","Rachel Higgins, David Jowsey, Greer Simpkin, Rachel Clare Higgins, Ivan Sen","Ivan Sen","Brainstorm Media / Music Box Films","Bunya Productions, Windalong Films","Crime, Drama, Mystery & Thriller","English","Mar 22, 2024, Limited","$43.7K","1h 48m","Travis Hurley (Simon Baker), a detective, arrives in the remote outback town of Limbo to investigate the cold case murder of local Indigenous girl Charlotte Hayes 20 years ago. As truths begin to unfold about the events of the murder, the detective gains a new insight into the unsolved case from the family, the witnesses and interviews with the brother of the chief suspect.",93,62,"Limbo"
