"Director","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Clare Peploe","R","Comedy","English","Jan 3, 2021","$29.2K","1h 32m","A photographer (Jacqueline Bisset) reunites with her husband (James Fox) and gets involved with a spy on the island of Rhodes.",67,12,"High Season"
