"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Douglas Sirk","Ross Hunter","Universal International Pictures","Drama","English","Jan 20, 1956, Original","Jul 13, 2015","1h 24m","Feeling neglected by his wife (Joan Bennett) and children, a toy manufacturer (Fred MacMurray) has a fling with an old flame (Barbara Stanwyck).",88,82,"There's Always Tomorrow"
