"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ivan Reitman","Daniel Goldberg","Len Blum, Daniel Goldberg, Harold Ramis, Janis Allen","Paramount Pictures, CFDC, Famous Players","PG","Comedy","English","Jun 28, 1979, Original","Jan 13, 2015","1h 32m","Tripper (Bill Murray) is the head counselor at a budget summer camp called Camp Northstar. In truth, he's young at heart and only marginally more mature than the campers themselves. Tripper befriends Rudy (Chris Makepeace), a loner camper who has trouble fitting in. As Tripper inspires his young charges to defeat rival Camp Mohawk in the annual Olympiad competition, Rudy plays matchmaker between Tripper and Roxanne (Kate Lynch), a female counselor at Northstar.",73,57,"Meatballs"
