"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Mark Robson","Mark Robson","Ernest Lehman","Drama","English","Jul 1, 2011","2h 24m","Alfred Eaton (Paul Newman) returns home after World War II, driven to be as successful as possible out of hatred toward his wealthy father (Leon Ames). He is unendingly ambitious: founding an aircraft construction company with his friend Lex (George Grizzard), marrying a socialite (Joanne Woodward) and leveraging a fortunate encounter with a powerful financier (Felix Aylmer) into a new career. When he meets the beautiful, truthful Natalie (Ina Balin), Alfred has a crisis of conscience.",31,59,"From the Terrace"
