"Director","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Mitch Leisen","Paramount Pictures","Romance, Comedy","English","Apr 4, 2006","1h 20m","Regi Allen (Carole Lombard) becomes a manicurist at a hotel in order to meet a rich husband, and soon she finds wealthy Allen Macklyn (Ralph Bellamy), who falls for her. Regi also goes out with Theodore Drew III (Fred MacMurray), member of a prominent family, only to find out that the Drews have lost their fortunes due to the stock market crash, and Theodore plans to marry an heiress for money himself. As feelings between Regi and Theodore develop, their careful plans start to change.",80,71,"Hands Across the Table"
