"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bob Balaban","Bonnie Palef","Vestron Pictures","R","Mystery & Thriller, Comedy","English","Jan 27, 1989, Limited","Aug 10, 2016","$464.2K","1h 22m","Surround","Ten-year-old Michael Laemle (Bryan Madorsky) senses that something is not quite right with his family. Sure, his mother, Lily (Mary Beth Hurt), is the perfect 1950s housewife, and they have a comfortable life in the suburbs, where his dad, Nick (Randy Quaid), works at a mortuary. But what's with the enormous cuts of meat that his father brings home every night? What, or whom, do they come from? Michael takes his concerns to a school counselor (Sandy Dennis) who decides to come over for dinner.",63,54,"Parents"
