"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Frank Pierson","Federico De Laurentiis","R","Drama","English","Dec 20, 1978, Limited","Nov 12, 2014","1h 52m","The grandson (Eric Roberts) of a Gypsy king (Sterling Hayden) inherits the New York clan ahead of his father (Judd Hirsch), who tries to kill him.",67,62,"King of the Gypsies"
