"Director","Producer","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"David Swift","Robert Cohn","Drama","English","2h 0m","A group of interns learns about life, love and medicine during their first year at New North Hospital. John (Cliff Robertson) jeopardizes his future by swiping some pills to help a desperate model (Suzy Parker), funnyman Sid (Nick Adams) begins a relationship with a dying patient (Ellen Davalos), and Alec (Michael Callan) juggles two relationships at once. Only Madolyn (Haya Harareet), a single mother, exhibits the kind of poise and seriousness befitting a professional.",40,33,"The Interns"
