"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Laslo Benedek","Mel Ferrer","Guy Elmes","Glazier","PG","Mystery & Thriller","English","Feb 10, 1971, Limited","Jan 7, 2017","1h 42m","Wrongly convicted criminal Salem (Max von Sydow) escapes from a mental institution hoping to get revenge on the man who put him there, his brother-in-law Anton (Per Oscarsson). Driven genuinely insane by his time in the institution, Salem plots to commit a series of crimes to frame Anton. Caught up in this murderous scheme is Anton's wife, Salem's sister Ester (Liv Ullmann). The three are thrown together, and the couple must outfox the madman in order to survive.",13,51,"The Night Visitor"
