"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Eric Byler","Marc Ambrose, Eric Byler","Eric Byler","Visionbox Pictures","R","Drama","English","May 2, 2003, Original","Sep 30, 2003","$83.5K","1h 25m","Michael (Michael Idemoto) and Lori (Eugenia Yuan) have a close relationship that verges on romance. While Michael pines for Lori, she prefers to keep him as a friend, opting to date the less sensitive, more sensual Justin (Matt Westmore) instead. When Michael finally decides to look elsewhere for love, he meets the intriguing Darcy (Jacqueline Kim). Soon the pairing of Michael and Darcy causes jealousy with Justin and Lori, leading to dramatic revelations.",81,73,"Charlotte Sometimes"
