"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Akira Kurosawa","Akira Kurosawa","Ryûzô Kikushima, Akira Kurosawa","Toho Company Ltd.","Adventure, Comedy, Mystery & Thriller","Japanese","Oct 15, 1961, Wide","Mar 23, 2017","1h 50m","Perspecta Stereo","Scope (2.35:1)","A nameless ronin, or samurai with no master (Toshirô Mifune), enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon (Kamatari Fujiwara) and sake merchant Tokuemon (Takashi Shimura) to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",96,96,"Yojimbo"
