"Director","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Frank Borzage","Republic Pictures","Drama","English","Oct 1, 1948, Original","Mar 11, 2019","1h 30m","In the tiny community of Woodsville, young Danny Hawkins (Dane Clark) is constantly tormented by his fellow townspeople because his father was put to death for killing another man. When he hopes to put his dark family history behind him and begin a relationship with warmhearted teacher Gilly Johnson (Gail Russell), local bullies try to put a stop to the romance by jumping Danny. After accidentally killing one of his attackers, Danny must struggle to escape the same fate as his father.",100,72,"Moonrise"
