"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Bryan Forbes","Ely Landau","Commonwealth United Entertainment","G","Comedy","English","Jan 1, 2008","2h 12m","An eccentric French countess (Katharine Hepburn) and her odd friends thwart a plot to drill for oil in Paris.",11,48,"The Madwoman of Chaillot"
