"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alexander Mackendrick","James Hill","Ernest Lehman, Clifford Odets","United Artists, MGM/UA Home Entertainment Inc.","Norma Productions, Hill-Hecht-Lancaster Productions","Drama","English","Jun 27, 1957, Wide","Apr 29, 2017","1h 36m","Mono","New York City newspaper writer J.J. Hunsecker (Burt Lancaster) holds considerable sway over public opinion with his Broadway column, but one thing that he can't control is his younger sister, Susan (Susan Harrison), who is in a relationship with aspiring jazz guitarist Steve Dallas (Marty Milner). Hunsecker strongly disproves of the romance and recruits publicist Sidney Falco (Tony Curtis) to find a way to split the couple, no matter how ruthless the method.",98,91,"Sweet Smell of Success"
