"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Robert Altman","Robert Evans","Paramount Pictures","Walt Disney Pictures, Paramount Pictures","PG","Kids & Family, Comedy","English","Dec 12, 1980, Original","Aug 1, 2013","1h 54m","Stereo","Scope (2.35:1)","Looking for the father (Ray Walston) who deserted him as a baby, a sailor named Popeye (Robin Williams) journeys to the port town of Sweethaven. Popeye befriends an assortment of eccentrics and falls in love with Olive Oyl (Shelley Duvall), who already has a suitor, the bully Bluto (Paul L. Smith). Popeye also discovers an abandoned baby, Swee'Pea, whom he raises as his own. But when the spurned Bluto kidnaps Olive and the child, Popeye takes action, with the help of his magic spinach.",58,39,"Popeye"
