"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jules Dassin","Jules Dassin","Paramount","PG","Drama","English","Dec 28, 1968, Limited","Dec 3, 2018","1h 44m","Black militants building up an arsenal of weapons in preparation for a race war are betrayed by one of their own.",80,80,"Uptight"
