"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"William Friedkin","Jerry Weintraub","William Friedkin, Gerald Walker","United Artists","United Artists, Lorimar Film Entertainment","R","Crime, Drama, LGBTQ+","English","Feb 8, 1980, Wide","Nov 21, 2016","1h 46m","Flat (1.85:1)","A psychopath is scouring New York City gay clubs and viciously slaying homosexuals. Detective Steve Burns (Al Pacino) is ordered to don leather attire, hang at the city's S&M joints and keep an eye out for the killer. But as Steve becomes immersed in club hopping, he begins to identify with the subculture more than he expected. Meanwhile, Steve behaves distantly around his girlfriend, Nancy (Karen Allen), the police force's homophobia becomes apparent and the killer remains at large.",51,49,"Cruising"
