"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"James Hong, Damian Harris","Amedeo Ursini, Jeffrey Chernov","Touchstone Pictures","R","Drama","English","Jan 20, 1995, Limited","Mar 1, 2013","$3.7M","1h 48m","An ex-CIA man (Laurence Fishburne) sleeps with his new boss (Ellen Barkin), out to kill her partner (Frank Langella) in a corporate-spy business.",27,31,"Bad Company"
