"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Kelly Reichardt","Jonathan Raymond, Jonathan Raymond, Kelly Reichardt","Oscilloscope Pictures","Glass Eye Pix, Filmscience","R (Language)","Drama","English","Dec 10, 2008, Limited","Mar 8, 2017","$856.9K","1h 20m","Wendy (Michelle Williams), a near-penniless drifter, is traveling to Alaska in search of work, and her only companion is her dog, Lucy. Already perilously close to losing everything, Wendy hits a bigger bump in the road when her old car breaks down and she is arrested for shoplifting dog food. When she posts bail and returns to retrieve Lucy, she finds that the dog is gone, prompting a frantic search for her pet.",86,67,"Wendy and Lucy"
