"Director","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Claude Lelouch","Les Films 13, Rizzoli Film","PG","Romance","French (France)","2h 1m","This expansive drama follows three different generations of the same family. The daughter of a man who survived the Holocaust, Sarah (Marthe Keller), a troubled young woman, falls for Simon (André Dussolier), a ne'er-do-well who's struggling to overcome his status as an ex-convict in order to become a prominent film director. While much of the movie follows Sarah and Simon's relationship, other story lines involve Sarah's father (Charles Denner) and grandmother (also Keller).",71,81,"And Now My Love"
