"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Josh Gordon, Will Speck","Albert Berger, Ron Yerxa, Nathan Kahane","Allan Loeb","Miramax Films","Mandate Pictures, Echo Films, Bona Fide Productions","PG-13 (Drug Use|Dialogue|Some Nudity|Language|Mature Thematic Content|Sexual Material)","Romance, Comedy","English","Aug 20, 2010, Wide","Dec 20, 2015","$27.8M","1h 41m","SDDS, Dolby Digital, DTS","Neurotic Wally Mars (Jason Bateman) has one bright spot in his life: his friendship with Kassie (Jennifer Aniston). When Kassie announces her intention to become pregnant using a sperm donor, Wally thinks he will be the lucky guy, but Kassie has someone else in mind. While drunk at Kassie's insemination party, Wally substitutes his sperm for the donor's, then passes out, remembering nothing. Seven years later, Wally meets Kassie's son, who seems oddly familiar to him.",53,44,"The Switch"
