"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"George T. Nierenberg","George T. Nierenberg, Karen Nierenberg","G","Documentary","English","Oct 26, 2021","1h 40m","Gospel music is the subject of this lively film, which explores the history of the faith-rooted musical style. While the documentary features a number of gospel musicians, it spends the most time looking into the considerable contributions of Thomas A. Dorsey, a pioneering songwriter and pianist, and his popular associate, singer ""Mother"" Willie Mae Ford Smith. Also included are numerous concert performances by the Barrett Sisters, Sallie Martin and other gospel luminaries.",92,69,"Say Amen, Somebody"
