"Director","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Zbynek Brynych","Zbynek Brynych, Milan Nejedlý, Hana Belohradska, Zbynek Brynych, Ota Koval, Ester Krumbachová","Drama, War","Czech","1h 40m","When Dr. Braun is forbidden to practice medicine during the Nazi occupation of Prague, he catalogs the confiscated property of his fellow Jews for the local party officials. When a gravely injured member of the resistance shows up in his apartment building, the elderly doctor abandons his pragmatism and decides to put his own life in danger by searching the city for morphine to assist with the man's pain.",100,71,"The Fifth Horseman Is Fear"
