"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Nicholas Meyer","Home Box Office (HBO), TriStar Pictures","R","Comedy","English","Aug 16, 1985, Limited","Nov 30, 2016","$19.4M","1h 46m","Stereo, Surround","Hoping to avoid gambling debts, rich playboy Lawrence Bourne (Tom Hanks) stows away on a plane of Peace Corps volunteers set for Thailand. Once aboard, he meets the outrageously affable Tom Tuttle (John Candy), who shows him the ropes. After landing, the crew is stationed in a small town where they are to construct a bridge. Along with the lovely and altruistic Beth Wexler (Rita Wilson), the group begins work, but soon discover the CIA, communists and a drug lord are eyeing the bridge.",58,33,"Volunteers"
