"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Barry Levinson","Mark Johnson, Barry Levinson","Paramount Pictures","R","Comedy, Drama","English","Mar 30, 1994, Wide","Mar 5, 2019","$3.2M","1h 57m","Surround","Jimmy Alto (Joe Pesci) is an unemployed actor in Hollywood, Calif., who decides to allay his boredom by fighting crime. With assistance from his dim-witted buddy, William (Christian Slater), Jimmy forms a vigilante group and adopts the alias ""Jericho."" Rather than take on criminals directly, Jimmy records them engaging in illegal activities and then gives the evidence to the cops. Inevitably, this pursuit winds up getting Jimmy and William into plenty of trouble.",28,28,"Jimmy Hollywood"
