"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Bogdanovich","Paramount Pictures","Paramount","G","Drama","English","May 22, 1974, Original","Sep 1, 2015","1h 30m","A flirtatious American woman in Europe shocks the staid crowd her mother wishes to impress. Based on Henry James' story.",69,32,"Daisy Miller"
