"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Olivier Assayas","Olivier Assayas","IFC Films","MK2 Productions","Drama","French (France)","May 15, 2009, Limited","May 23, 2016","$1.6M","1h 42m","When elderly matriarch Hélène Berthier (Edith Scob) discovers that her health is declining, she contacts her three adult children about contending with her valuable art collection after her passing. As the family gathers, local son Frédéric (Charles Berling) is on hand, while his jet-setting siblings, Adrienne (Juliette Binoche) and Jérémie (Jérémie Renier), fly in from abroad. Together, they try to agree on what to do with their mother's collection, as they also grapple with her mortality.",94,70,"Summer Hours"
