"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Amy Holden Jones","Herb Jaffe, Mort Engelberg","PG","Comedy","English","$8.2M","1h 32m","Stereo, Surround","After a night of partying lands the spoiled heiress Jessica (Ally Sheedy) in jail, her millionaire father wishes he had never had a daughter, and he just happens to be overheard by genuine fairy godmother Stella (Beverly D'Angelo), who makes it so. Now, without Daddy's name or money, Jessica is forced to get a job as a maid in one of the mansions where she used to live. It's not all bad, though -- she soon has the hunky chauffeur Nick (Michael Ontkean) to keep her company.",42,55,"Maid to Order"
