"Director","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Roy Del Ruth","Warner Brothers/Seven Arts","Crime, Drama","English","Jun 13, 1931, Original","1h 20m","In San Francisco, wealthy Ruth Wonderly (Bebe Daniels) hires amorous gumshoe Sam Spade (Ricardo Cortez) and his partner, Miles Archer, to trail her sister's kidnapper, Floyd Thursby. Wonderly's story is revealed as a ruse when both Archer and Thursby are later found murdered. Soon, Spade discovers that Wonderly and three other criminal oddballs -- including rotund Casper Gutman (Dudley Digges) -- are in search of an elusive jewel-covered statuette known as ""the Maltese Falcon.""",71,49,"Dangerous Female"
