"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Will Gluck","Will Gluck, Zareh Nalbandian, Catherine Bishop, Jodi Hildebrand","Will Gluck, Patrick Burleigh","Sony Pictures Entertainment, Columbia Pictures","Sony Pictures, 2.0 Entertainment, Columbia Pictures, Olive Bridge Entertainment, Animal Logic, MRC Film","PG (Some Rude Humor and Action)","Kids & Family, Comedy, Fantasy, Adventure","English","Jun 10, 2021, Wide","Jul 26, 2021","$40.4M","1h 33m","Scope (2.35:1)","In PETER RABBIT™ 2: THE RUNAWAY, the lovable rogue is back.  Bea, Thomas, and the rabbits have created a makeshift family, but despite his best efforts, Peter can’t seem to shake his mischievous reputation. Adventuring out of the garden, Peter finds himself in a world where his mischief is appreciated, but when his family risks everything to come looking for him, Peter must figure out what kind of bunny he wants to be.",67,89,"Peter Rabbit 2: The Runaway"
