"Director","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Romina Paula","Romina Paula","Drama","Spanish","1h 24m","A woman struggles through a painful period of transition.",78,NA,"Again Once Again"
