"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Clarence Brown","Irving Thalberg","Benjamin Glazer, Frederica Sagor Maas, Hermann Sudermann","Metro-Goldwyn-Mayer","Metro Goldwyn Mayer","Drama, Romance","Dec 25, 1926, Original","Nov 21, 2016","1h 53m","In this silent drama, lifelong school chums Leo (John Gilbert) and Ulrich (Lars Hanson) are soldiers in the German army. Leo falls in love with Countess Felicitas (Greta Garbo) and courts her, which enrages her husband (Marc McDermott). When Leo fights a duel with and kills the Count, he is deployed to Africa for five years as punishment. Leo returns to find that Ulrich has fallen for Felicitas, but she resumes her amorous pursuit of Leo, thus pushing the limits of their friendship.",94,84,"Flesh and the Devil"
