"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Sarne","Michael Laughlin","R","Drama","English","May 28, 2015","1h 47m","Stereo","Joanna (Geneviève Waïte) is a wide-eyed 17-year-old who dreams of a glamorous new life for herself in swinging London. She falls in with sexually liberal artists, aristocrats and youths. Eventually, three men become key in her life, at once father figures and lovers. There's Peter (Donald Sutherland), a genteel lord with a terminal illness, and Hendrik (Christian Doermer), a principled art teacher. Finally, Gordon (Calvin Lockhart), a flirtatious nightclub owner, changes Joanna's fate.",20,50,"Joanna"
