"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Bogdanovich","Universal Pictures","PG-13","Biography, Drama","English","Mar 8, 1985, Original","Aug 22, 1997","2h 0m","Rocky Dennis (Eric Stoltz) is an intelligent, outgoing and humorous teenager who suffers from a facial deformity called ""lionitis"" and has now outlived his life expectancy. While his mother, Rusty (Cher), struggles to fight for his acceptance in the public school system, he proves himself to be a highly accomplished student. Though Rocky endures ridicule for his appearance, he finds love and respect from his mother's biker gang family, and even experiences his first love.",93,83,"Mask"
