"Director","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Isabel Coixet","Miguel Barros","Eurimages, Ariane & Garoé, Noodles Production, Audiovisual Aval SGR","Drama","English","1h 58m","Josephine Peary (Juliette Binoche) travels to the hostile North to find her lost husband, Commander Peary. She finds companionship with an Inuit woman (Rinko Kikuchi), who may have ulterior motives.",8,36,"Nobody Wants the Night"
