"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Christopher Kahunahana","Christopher Kahunahana","Level 33 Entertainment","Hula Girl Productions, Kinetic Productions, Island Film Group","Drama","English","Oct 27, 2023, Limited","Oct 27, 2023","1h 17m","In this cinematic allegory of love and loss, a hula dancer fights for survival and her sanity in the shadows of Waikiki for an unflinching glimpse into paradise where there remains hope through human connection and re-connection to 'aina (nature).",90,90,"Waikiki"
