"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Tobe Hooper","Jace Anderson, Adam Gierasch","Toolbox Film, Alpine Pictures Inc.","R","Horror","English","Aug 23, 2016","1h 35m","Surround","Newlyweds (Angela Bettis, Brent Roam) move into a decrepit apartment building where a killer is targeting tenants.",50,33,"Toolbox Murders"
