"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Yojiro Takita","Kundo Koyama","Regent Releasing","Shochiku","PG-13 (Thematic Material)","Drama","Japanese","May 29, 2009, Limited","Dec 22, 2016","$1.5M","2h 10m","Soon after buying an expensive cello, Daigo Kobayashi (Masahiro Motoki) learns that his orchestra is disbanding. Daigo and his wife move back to his hometown in northern Japan, where he answers an ad for what he thinks is a travel agency but is, in actuality, a mortuary. As he learns and carries out the rituals used in preparing the dead for their final rest, Daigo finds his true calling in life.",80,92,"Departures"
