"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Hugh Hudson","Hugh Hudson, Stanley S. Canter","Warner Bros. Pictures","Warner Brothers/Seven Arts","PG","Drama","English","Mar 30, 1984, Original","May 1, 2008","2h 9m","Surround","Classic tale of the wild man raised by apes in the African jungle after his explorer parents are shipwrecked and then die while he is still a baby. Rediscovered by adventurers when he has grown to manhood, he is returned to the strange and unfamiliar world of the British aristocracy and discovers that, despite a doting grandfather and a female admirer, civilization can be a cruel place.",73,60,"Greystoke: The Legend of Tarzan, Lord of the Apes"
