"Director","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Phil Alden Robinson","PG-13","Comedy","English","$709.1K","1h 39m","Surround","Sonny Wisecarver (Patrick Dempsey) is a teenage Casanova. At the tender age of 15, he succeeds in seducing his older neighbor (Talia Balsam), and they run off to get married. The law catches up, the marriage is annulled, and soon Wisecaver has shacked up with another woman of advancing years (Beverly D'Angelo). When the newspapers get hold of the story, the young man hits the headlines with his very own nickname: ""The Woo Woo Kid."" This far-fetched comedy is based on a true story.",67,68,"In the Mood"
