"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Hal Hartley","Hal Hartley, Ted Hope","R","Comedy, Drama","English","$36.2K","1h 45m","Surround","A former nun (Isabelle Huppert) helps an amnesiac (Martin Donovan) uncover his criminal past in upstate New York.",79,85,"Amateur"
