"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Crane Wilbur","C.J. Tevlin","Allied Artists Pictures","Liberty Pictures","Mystery & Thriller","English","Aug 9, 1959, Original","Feb 1, 2016","1h 20m","Flat (1.85:1)","A killer called ""the Bat"" has claimed many lives in the small town inhabited by novelist Cornelia van Gorder (Agnes Moorehead) and her maid, Lizzie (Lenita Lane). As Cornelia implores Dr. Malcolm Wells (Vincent Price) to help her ailing maid, $1 million in the town's bank goes missing. With greed and fear reaching new heights, police Lt. Andy Anderson (Gavin Gordon) goes to Cornelia's house to investigate additional murders committed by the Bat.",14,47,"The Bat"
