"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Alexander Mackendrick","Hal Mason","Denis Cannan","Michael Balcon Productions","G","Adventure","English (United Kingdom)","2h 8m","An orphan (Fergus McClelland) leaves Egypt with a toy compass to find his aunt in Durban, South Africa, about 5,000 miles south.",70,67,"A Boy Ten Feet Tall"
