"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bryan Gordon","John Hughes","Universal/Universal Int","PG-13","Comedy","English","Nov 30, 2016","$11.0M","1h 24m","Surround","When night-shift custodian Jim (Frank Whaley) is accidentally locked up alone in the store he cleans, he realizes he has access to the entire building and decides to indulge in the abundance of free food and merchandise at his fingertips. Surprisingly, he bumps into local rich girl Josie (Jennifer Connelly), who is also imprisoned in the store for the night, and they quickly bond. But, just as romantic sparks fly, Josie and Jim are interrupted by two small-time robbers.",42,37,"Career Opportunities"
